customer_id,age,gender,region,total_orders,avg_order_value,days_since_last_purchase,loyalty_score,complaints,payment_type,tenure_months,is_promo_user,churn
CUST000673,25,Female,Urban,3,45.09,1,0.57,1,PayPal,14,0,0
CUST000674,25,Male,Suburban,1,11.68,7,1.0,0,PayPal,3,0,0
CUST000675,19,Male,Urban,7,96.25,12,0.93,0,PayPal,11,0,1
CUST000676,23,Male,Urban,4,54.09,1,0.79,0,Apple Pay,32,0,0
CUST000677,21,Male,Urban,9,49.48,28,0.73,0,Apple Pay,11,1,0
CUST000678,35,Female,Urban,5,58.74,25,1.0,0,PayPal,22,0,0
CUST000679,31,Male,Suburban,7,62.72,3,1.0,0,Credit Card,29,0,0
CUST000680,33,Male,Rural,4,45.56,27,0.89,1,PayPal,35,0,0
CUST000681,30,Male,Urban,8,123.55,198,0.76,0,Credit Card,60,0,1
CUST000682,21,Male,Suburban,6,59.08,86,0.29,0,Bank Transfer,21,0,1
CUST000683,24,Female,Suburban,5,40.7,1,1.0,0,PayPal,33,0,0
CUST000684,29,Female,Urban,3,46.53,47,1.0,0,Apple Pay,16,0,0
CUST000685,20,Male,Suburban,11,42.14,13,0.84,0,Apple Pay,8,1,0
CUST000686,30,Male,Urban,7,23.96,1,0.67,0,PayPal,12,0,0
CUST000687,25,Male,Suburban,6,50.8,10,0.45,0,PayPal,18,0,0
CUST000688,25,Male,Urban,6,78.8,11,1.0,0,PayPal,29,0,0
CUST000689,30,Male,Suburban,6,37.73,22,0.56,1,Credit Card,60,0,1
CUST000690,29,Female,Suburban,6,33.85,32,0.94,0,Apple Pay,20,0,1
CUST000691,25,Female,Urban,5,96.38,41,0.48,1,PayPal,13,0,0
CUST000692,32,Female,Urban,9,25.76,8,1.0,0,Credit Card,13,1,0
CUST000693,21,Male,Rural,6,10.0,11,0.47,0,Bank Transfer,26,1,0
CUST000694,30,Male,Urban,8,32.33,11,1.0,0,Credit Card,25,0,0
CUST000695,29,Female,Suburban,13,19.19,13,0.76,0,Credit Card,24,0,0
CUST000696,25,Female,Rural,4,46.18,239,0.57,0,PayPal,19,1,0
CUST000697,28,Female,Suburban,1,42.79,45,0.71,0,PayPal,36,1,0
CUST000698,20,Male,Suburban,4,45.61,110,0.49,1,PayPal,2,0,0
CUST000699,31,Female,Suburban,3,73.06,35,0.93,0,PayPal,31,0,0
CUST000700,26,Male,Rural,7,28.94,15,0.84,0,Credit Card,14,0,1
CUST000701,24,Female,Suburban,4,65.5,14,0.75,0,PayPal,28,0,0
CUST000702,32,Female,Suburban,6,80.23,20,0.79,0,PayPal,31,1,0
CUST000703,23,Female,Urban,8,49.06,16,0.59,0,Apple Pay,13,0,0
CUST000704,19,Male,Rural,6,51.79,52,0.62,1,Credit Card,60,0,0
CUST000705,19,Female,Suburban,5,45.16,18,0.92,0,Credit Card,9,0,0
CUST000706,30,Male,Urban,2,82.18,10,1.0,0,Apple Pay,51,0,0
CUST000707,20,Male,Rural,6,14.86,44,1.0,0,Apple Pay,18,0,0
CUST000708,35,Male,Suburban,6,17.09,57,0.85,0,Bank Transfer,40,0,0
CUST000709,18,Female,Urban,6,50.61,16,1.0,0,Credit Card,4,0,0
CUST000710,35,Male,Suburban,4,32.22,33,1.0,0,PayPal,30,0,0
CUST000711,28,Male,Urban,6,47.6,1,0.49,1,PayPal,20,0,0
CUST000712,26,Female,Rural,6,36.49,22,1.0,0,Apple Pay,32,0,0
CUST000713,24,Male,Urban,4,77.28,1,0.93,0,Credit Card,32,0,0
CUST000714,28,Female,Rural,7,33.48,1,0.76,0,Credit Card,38,0,0
CUST000715,26,Male,Suburban,4,33.52,28,1.0,0,PayPal,50,0,0
CUST000716,32,Male,Urban,1,51.56,10,1.0,0,Credit Card,60,0,0
CUST000717,27,Female,Rural,9,27.69,40,0.94,0,PayPal,5,0,0
CUST000718,27,Male,Suburban,1,31.32,67,0.56,1,Apple Pay,3,0,0
CUST000719,25,Male,Urban,6,21.29,4,0.77,0,Bank Transfer,14,0,0
CUST000720,26,Female,Suburban,4,51.39,38,0.91,0,PayPal,24,0,0
CUST000721,28,Female,Rural,5,30.9,21,1.0,0,Apple Pay,15,1,0
CUST000722,18,Female,Urban,6,83.19,3,0.58,1,Credit Card,40,0,0
CUST000723,20,Male,Urban,8,25.26,31,0.63,0,Credit Card,56,0,0
CUST000724,30,Male,Urban,4,46.99,28,0.72,0,PayPal,36,0,0
CUST000725,27,Female,Urban,5,103.51,21,1.0,0,Credit Card,6,0,0
CUST000726,26,Female,Suburban,10,31.21,78,0.8,0,Credit Card,51,0,0
CUST000727,27,Female,Suburban,5,45.27,22,1.0,0,PayPal,13,0,0
CUST000728,28,Female,Urban,7,30.82,139,0.86,1,Apple Pay,2,0,0
CUST000729,24,Female,Urban,6,27.64,21,0.93,0,Apple Pay,7,0,0
CUST000730,23,Female,Urban,4,97.14,3,0.89,0,PayPal,40,1,0
CUST000731,27,Male,Rural,3,42.74,19,0.7,0,Credit Card,32,1,0
CUST000732,22,Female,Urban,5,63.21,6,0.41,1,Credit Card,21,0,0
CUST000733,29,Male,Rural,4,12.86,27,0.75,0,PayPal,16,1,0
CUST000734,18,Male,Suburban,4,57.17,35,1.0,0,Credit Card,6,0,0
CUST000735,32,Female,Urban,6,87.78,18,0.53,0,Credit Card,14,0,1
CUST000736,29,Female,Rural,2,58.39,3,0.91,0,PayPal,5,0,0
CUST000737,28,Male,Suburban,7,63.37,18,1.0,0,PayPal,32,1,0
CUST000738,31,Male,Suburban,4,27.41,2,0.72,0,Credit Card,39,0,0
CUST000739,35,Male,Rural,6,45.01,34,0.75,0,Bank Transfer,33,0,1
CUST000740,32,Female,Urban,7,76.02,46,0.99,0,Bank Transfer,42,0,0
CUST000741,18,Female,Urban,8,16.93,98,0.77,0,PayPal,23,0,1
CUST000742,20,Male,Suburban,5,27.57,4,1.0,0,Credit Card,40,0,0
CUST000743,23,Male,Urban,3,81.32,22,0.8,0,Apple Pay,1,0,0
CUST000744,27,Female,Urban,3,81.03,25,1.0,0,PayPal,19,0,0
CUST000745,29,Male,Urban,5,22.83,76,0.99,0,Credit Card,33,0,0
CUST000746,23,Female,Urban,7,79.08,29,1.0,0,PayPal,12,0,0
CUST000747,27,Other,Suburban,5,51.91,4,0.47,0,PayPal,18,0,1
CUST000748,23,Male,Urban,5,78.74,17,0.55,0,PayPal,18,0,0
CUST000749,23,Female,Suburban,10,37.31,31,1.0,0,PayPal,21,0,1
CUST000750,19,Male,Suburban,2,62.9,36,0.95,0,PayPal,9,0,0
CUST000751,22,Male,Urban,6,80.25,59,1.0,0,Bank Transfer,19,0,0
CUST000752,20,Female,Urban,7,51.57,5,1.0,0,PayPal,39,0,0
CUST000753,22,Male,Suburban,4,50.36,90,0.86,0,Credit Card,6,0,0
CUST000754,32,Other,Urban,12,44.44,1,1.0,0,Credit Card,10,0,0
CUST000755,22,Female,Suburban,5,83.03,123,0.53,0,PayPal,20,0,0
CUST000756,40,Male,Rural,5,38.08,58,0.51,0,Credit Card,32,1,1
CUST000757,29,Male,Urban,1,37.87,32,0.93,0,Credit Card,6,0,0
CUST000758,27,Male,Suburban,11,35.68,39,0.85,0,PayPal,12,0,0
CUST000759,22,Male,Suburban,3,52.54,2,0.65,1,Credit Card,59,1,0
CUST000760,30,Male,Urban,2,78.08,1,0.62,0,Bank Transfer,22,0,0
CUST000761,24,Male,Rural,7,18.63,3,0.83,0,Bank Transfer,31,0,0
CUST000762,27,Male,Rural,5,69.56,2,1.0,0,Credit Card,42,0,0
CUST000763,39,Female,Urban,2,67.41,23,0.84,0,PayPal,22,0,0
CUST000764,26,Female,Suburban,6,59.33,7,1.0,0,Apple Pay,7,0,0
CUST000765,32,Female,Rural,5,38.44,59,0.85,0,Credit Card,17,0,0
CUST000766,23,Male,Rural,9,40.31,17,0.93,0,Apple Pay,32,0,0
CUST000767,26,Male,Suburban,4,47.03,35,0.89,0,PayPal,35,1,0
CUST000768,35,Female,Suburban,10,70.36,31,0.81,1,PayPal,13,0,0
CUST000769,23,Female,Urban,5,59.81,11,0.78,0,Credit Card,12,0,0
CUST000770,36,Male,Rural,3,52.27,8,1.0,0,Bank Transfer,12,0,0
CUST000771,30,Female,Urban,8,49.59,12,0.84,0,PayPal,35,0,0
CUST000772,24,Female,Suburban,2,53.91,47,0.74,0,Bank Transfer,14,1,1
CUST000773,30,Female,Urban,7,40.71,26,0.99,0,Apple Pay,3,0,0
CUST000774,31,Male,Urban,10,89.2,8,1.0,0,PayPal,16,0,0
CUST000775,30,Female,Urban,3,39.99,51,0.44,0,Credit Card,32,0,0
CUST000776,19,Female,Rural,3,34.8,1,0.75,0,Credit Card,40,0,0
CUST000777,23,Female,Urban,6,52.44,36,0.47,0,Credit Card,12,0,0
CUST000778,25,Female,Suburban,7,42.92,17,0.79,0,Apple Pay,20,0,0
CUST000779,26,Female,Urban,2,77.34,39,0.41,0,Credit Card,19,1,0
CUST000780,30,Female,Urban,9,52.4,78,0.94,0,PayPal,17,0,0
CUST000781,27,Male,Urban,5,93.45,41,0.91,1,PayPal,17,0,0
CUST000782,20,Female,Suburban,5,33.63,17,0.8,0,Apple Pay,29,0,1
CUST000783,28,Female,Urban,3,64.07,4,0.47,0,PayPal,41,0,0
CUST000784,30,Female,Urban,6,41.38,49,0.7,0,Apple Pay,17,1,0
CUST000785,29,Male,Urban,6,70.1,18,0.64,1,Bank Transfer,8,1,0
CUST000786,32,Male,Urban,5,59.62,2,0.52,0,Apple Pay,27,1,0
CUST000787,31,Female,Rural,7,37.52,38,1.0,0,Credit Card,60,0,0
CUST000788,29,Female,Rural,8,59.02,10,1.0,0,Credit Card,26,0,0
CUST000789,26,Female,Urban,4,44.3,1,0.55,0,Credit Card,23,0,0
CUST000790,18,Female,Suburban,6,61.73,69,0.88,0,PayPal,9,0,0
CUST000791,29,Female,Rural,4,27.7,19,0.74,2,Bank Transfer,3,0,0
CUST000792,28,Female,Urban,9,62.7,9,0.83,0,Credit Card,18,1,0
CUST000793,28,Female,Rural,5,20.87,37,1.0,0,Credit Card,26,0,0
CUST000794,20,Female,Rural,7,29.4,65,0.93,0,PayPal,51,0,0
CUST000795,21,Female,Urban,2,58.03,1,0.62,0,Credit Card,22,0,0
CUST000796,32,Male,Urban,5,103.55,34,0.85,0,PayPal,4,0,0
CUST000797,26,Male,Rural,4,41.61,43,0.67,1,Credit Card,9,1,0
CUST000798,30,Female,Suburban,7,83.09,7,1.0,0,PayPal,24,0,0
CUST000799,27,Male,Urban,3,65.29,20,0.83,1,PayPal,24,0,0
CUST000800,27,Male,Urban,4,50.71,2,1.0,0,PayPal,34,0,0
CUST000801,31,Male,Urban,4,96.94,41,0.82,0,Credit Card,10,0,0
CUST000802,24,Male,Suburban,3,58.74,56,0.3,0,Credit Card,52,0,0
CUST000803,27,Male,Suburban,2,37.15,3,0.57,0,Apple Pay,28,0,0
CUST000804,24,Male,Rural,10,47.53,50,0.73,1,Bank Transfer,10,0,0
CUST000805,24,Female,Urban,3,52.98,44,0.75,0,PayPal,16,0,0
CUST000806,25,Female,Suburban,2,10.22,12,0.52,1,PayPal,7,1,1
CUST000807,28,Male,Suburban,6,68.72,35,0.56,1,Credit Card,34,1,0
CUST000808,24,Male,Urban,4,86.28,1,0.97,0,Apple Pay,45,0,0
CUST000809,33,Female,Urban,7,104.11,80,0.91,0,Bank Transfer,60,0,1
CUST000810,22,Male,Rural,2,46.75,23,0.67,0,PayPal,19,0,0
CUST000811,26,Female,Rural,4,36.02,29,0.67,0,Apple Pay,24,0,0
CUST000812,24,Female,Suburban,9,66.7,32,0.74,0,Credit Card,23,0,0
CUST000813,34,Female,Suburban,11,67.0,24,1.0,0,PayPal,43,0,0
CUST000814,27,Male,Urban,5,99.32,58,0.48,0,Apple Pay,11,1,0
CUST000815,32,Female,Suburban,3,49.11,28,1.0,0,PayPal,16,0,0
CUST000816,19,Male,Suburban,3,46.69,71,0.49,1,Credit Card,25,1,1
CUST000817,28,Female,Suburban,7,35.69,26,0.9,0,Bank Transfer,41,0,0
CUST000818,31,Female,Rural,7,48.6,5,0.84,0,Credit Card,49,0,0
CUST000819,27,Male,Suburban,4,19.03,73,0.6,0,Apple Pay,38,0,0
CUST000820,32,Male,Urban,3,78.63,34,0.43,1,Credit Card,18,0,0
CUST000821,24,Male,Suburban,7,61.76,36,0.65,0,PayPal,31,1,0
CUST000822,34,Female,Urban,7,74.04,126,0.64,0,PayPal,21,1,0
CUST000823,38,Male,Urban,8,63.32,2,1.0,0,Credit Card,14,0,0
CUST000824,25,Female,Urban,7,96.79,16,0.91,0,Apple Pay,23,0,0
CUST000825,24,Male,Urban,3,80.93,8,0.85,1,Bank Transfer,60,0,0
CUST000826,34,Female,Suburban,4,37.86,29,0.69,0,PayPal,11,0,0
CUST000827,34,Female,Suburban,5,38.22,49,0.99,0,Credit Card,12,0,0
CUST000828,24,Female,Suburban,5,32.41,101,0.68,0,Bank Transfer,19,0,0
CUST000829,24,Female,Suburban,2,61.03,18,1.0,0,Apple Pay,40,0,0
CUST000830,25,Male,Urban,4,36.0,46,0.56,0,Bank Transfer,4,1,0
CUST000831,20,Male,Rural,7,57.33,74,0.77,0,PayPal,35,1,1
CUST000832,22,Female,Urban,5,91.75,34,1.0,0,Credit Card,13,0,0
CUST000833,21,Male,Urban,6,38.9,8,0.85,0,Apple Pay,33,0,0
CUST000834,23,Male,Suburban,4,46.29,28,0.42,0,Bank Transfer,25,0,0
CUST000835,26,Male,Urban,9,60.4,105,0.75,0,PayPal,16,1,0
CUST000836,28,Male,Urban,2,81.22,131,0.52,0,PayPal,6,0,0
CUST000837,34,Male,Suburban,7,82.19,30,0.81,1,PayPal,41,0,0
CUST000838,22,Female,Suburban,4,16.29,65,0.8,0,Apple Pay,19,0,0
CUST000839,31,Male,Urban,4,52.36,6,1.0,0,Bank Transfer,16,0,1
CUST000840,25,Female,Rural,6,35.74,8,0.72,0,Apple Pay,11,1,0
CUST000841,26,Male,Suburban,7,21.99,91,0.75,0,PayPal,27,1,0
CUST000842,30,Female,Rural,8,32.24,4,0.97,0,PayPal,40,0,0
CUST000843,21,Male,Urban,9,70.27,6,1.0,0,Apple Pay,21,0,0
CUST000844,28,Female,Suburban,5,44.43,16,0.68,0,Credit Card,11,1,0
CUST000845,27,Female,Rural,4,15.29,26,0.68,1,PayPal,47,1,0
CUST000846,29,Male,Suburban,3,107.48,27,0.48,1,PayPal,8,0,1
CUST000847,28,Female,Suburban,7,55.32,10,1.0,0,Apple Pay,18,0,0
CUST000848,39,Other,Urban,5,62.68,76,0.89,0,Credit Card,43,0,0
CUST000849,23,Female,Urban,8,33.65,73,0.52,0,Credit Card,17,0,0
CUST000850,24,Female,Suburban,8,55.21,14,0.99,0,Credit Card,5,0,0
CUST000851,23,Male,Urban,1,56.06,17,0.96,0,PayPal,24,0,0
CUST000852,24,Female,Rural,5,10.0,36,0.85,0,Credit Card,48,0,0
CUST000853,23,Male,Urban,4,34.31,32,0.39,0,PayPal,13,1,0
CUST000854,32,Male,Rural,4,52.72,14,0.99,0,Apple Pay,15,0,0
CUST000855,34,Other,Rural,3,71.1,16,0.48,0,PayPal,41,1,0
CUST000856,24,Male,Urban,8,68.81,12,0.85,0,Credit Card,1,0,0
CUST000857,22,Female,Urban,8,86.47,8,0.95,0,Apple Pay,49,0,0
CUST000858,29,Female,Rural,3,37.51,18,0.82,0,PayPal,12,0,0
CUST000859,24,Female,Rural,4,38.62,34,0.48,0,Credit Card,4,0,0
CUST000860,30,Other,Urban,12,86.18,40,0.88,0,PayPal,17,0,0
CUST000861,28,Male,Urban,3,99.91,45,0.87,0,Bank Transfer,32,1,0
CUST000862,19,Male,Suburban,3,76.02,14,0.62,0,Bank Transfer,16,0,0
CUST000863,34,Male,Suburban,5,28.67,43,0.94,1,PayPal,7,0,1
CUST000864,35,Male,Urban,4,58.39,1,0.53,0,Credit Card,40,1,0
CUST000865,23,Male,Suburban,4,55.55,19,0.88,0,Apple Pay,18,0,0
CUST000866,25,Male,Urban,6,53.77,47,1.0,0,PayPal,4,1,0
CUST000867,28,Female,Urban,4,69.31,29,0.77,0,Bank Transfer,27,0,0
CUST000868,28,Female,Urban,3,79.69,19,0.47,0,PayPal,6,0,0
CUST000869,30,Male,Urban,8,84.07,31,1.0,0,Credit Card,60,0,0
CUST000870,37,Female,Urban,3,100.46,71,0.67,0,Credit Card,22,0,0
CUST000871,26,Male,Suburban,3,43.41,25,1.0,0,Credit Card,10,0,0
CUST000872,23,Male,Urban,7,27.26,48,0.74,0,Credit Card,10,0,0
CUST000873,20,Female,Urban,3,68.6,118,0.51,2,Credit Card,21,0,0
CUST000874,23,Female,Urban,7,105.21,36,1.0,0,PayPal,55,0,0
CUST000875,26,Female,Rural,5,32.37,25,0.98,0,PayPal,12,0,0
CUST000876,35,Male,Urban,3,76.48,1,1.0,0,PayPal,17,0,0
CUST000877,24,Female,Urban,9,76.7,14,0.7,1,PayPal,27,0,0
CUST000878,28,Female,Suburban,4,53.83,25,0.73,0,Apple Pay,17,0,1
CUST000879,26,Female,Rural,3,40.11,47,0.94,0,Apple Pay,5,0,0
CUST000880,32,Female,Urban,2,37.84,17,0.51,0,Credit Card,21,1,0
CUST000881,39,Female,Suburban,3,10.0,96,1.0,0,PayPal,12,0,0
CUST000882,24,Female,Suburban,6,27.76,9,0.81,0,Credit Card,16,0,0
CUST000883,24,Female,Suburban,10,42.19,40,0.76,0,Credit Card,60,0,0
CUST000884,32,Other,Urban,7,86.34,16,0.92,0,PayPal,17,0,1
CUST000885,30,Female,Suburban,6,47.94,19,0.73,1,PayPal,2,1,1
CUST000886,36,Male,Urban,3,47.54,48,1.0,0,Bank Transfer,16,0,0
CUST000887,29,Female,Suburban,4,32.18,10,1.0,0,PayPal,19,0,0
CUST000888,25,Male,Suburban,5,63.14,3,0.63,0,Credit Card,31,0,0
CUST000889,29,Male,Urban,8,92.6,22,0.86,0,Apple Pay,24,0,0
CUST000890,32,Female,Rural,6,57.01,22,0.92,0,Credit Card,24,0,0
CUST000891,31,Female,Urban,4,74.55,47,0.79,0,Credit Card,25,1,0
CUST000892,29,Female,Rural,1,16.39,103,0.59,1,Credit Card,35,0,0
CUST000893,32,Male,Suburban,8,42.97,1,0.56,1,Apple Pay,5,0,0
CUST000894,32,Female,Urban,8,106.74,26,0.82,0,PayPal,60,0,0
CUST000895,33,Male,Urban,5,86.93,34,1.0,0,PayPal,15,0,0
CUST000896,30,Other,Rural,4,15.4,127,0.71,0,Bank Transfer,8,1,0
CUST000897,26,Other,Urban,4,58.67,85,0.73,0,PayPal,27,0,0
CUST000898,27,Female,Urban,9,68.71,37,0.84,0,Apple Pay,16,0,0
CUST000899,33,Female,Urban,2,41.71,22,0.64,1,PayPal,38,0,0
CUST000900,22,Female,Suburban,3,10.0,5,0.91,0,Apple Pay,12,0,0
CUST000901,28,Female,Suburban,4,51.98,14,1.0,0,Bank Transfer,42,1,0
CUST000902,25,Male,Urban,3,41.09,26,0.48,0,PayPal,8,0,0
CUST000903,27,Male,Urban,3,41.19,38,0.66,1,PayPal,60,0,0
CUST000904,33,Female,Urban,9,51.49,30,0.62,0,Apple Pay,20,0,0
CUST000905,27,Female,Urban,11,56.79,37,0.7,0,PayPal,53,0,0
CUST000906,27,Male,Urban,4,59.78,16,1.0,0,PayPal,7,0,0
CUST000907,20,Female,Suburban,2,32.32,39,0.99,0,Bank Transfer,34,0,0
CUST000908,30,Male,Urban,3,54.71,4,1.0,0,PayPal,33,0,0
CUST000909,30,Female,Urban,4,17.82,5,0.8,0,Credit Card,17,0,0
CUST000910,37,Female,Urban,3,67.46,5,0.55,0,Credit Card,2,0,0
CUST000911,25,Female,Rural,7,10.0,66,0.64,1,PayPal,34,0,0
CUST000912,28,Female,Rural,2,35.37,2,1.0,0,Credit Card,15,0,0
CUST000913,28,Male,Rural,11,54.71,48,0.71,0,PayPal,47,1,0
CUST000914,34,Male,Urban,6,34.58,7,0.48,0,Bank Transfer,39,1,1
CUST000915,26,Female,Urban,5,77.19,18,0.68,0,Credit Card,47,0,0
CUST000916,28,Female,Urban,4,87.74,74,0.52,0,Credit Card,30,1,0
CUST000917,30,Male,Urban,4,10.0,26,0.71,0,Apple Pay,22,0,0
CUST000918,27,Female,Suburban,4,46.97,7,0.54,1,PayPal,54,0,0
CUST000919,24,Male,Suburban,3,10.0,10,0.61,0,Credit Card,60,0,0
CUST000920,27,Female,Rural,5,38.11,75,0.76,0,Apple Pay,20,0,0
CUST000921,32,Female,Rural,10,39.89,16,0.99,0,PayPal,47,0,0
CUST000922,21,Male,Urban,5,10.0,26,0.99,0,PayPal,11,0,0
CUST000923,27,Male,Suburban,2,88.5,18,0.63,0,PayPal,8,0,0
CUST000924,23,Female,Urban,6,66.86,14,0.74,1,Credit Card,12,0,0
CUST000925,32,Female,Urban,8,39.62,7,1.0,0,Apple Pay,11,0,0
CUST000926,19,Female,Suburban,5,79.31,34,1.0,0,PayPal,35,0,0
CUST000927,24,Female,Urban,7,16.91,38,0.84,0,PayPal,14,0,0
CUST000928,28,Female,Urban,7,30.5,9,1.0,0,Apple Pay,8,0,0
CUST000929,34,Other,Urban,9,10.0,46,0.76,0,Credit Card,8,0,0
CUST000930,26,Female,Suburban,7,86.02,57,0.88,0,Credit Card,29,0,0
CUST000931,24,Female,Suburban,3,56.65,76,0.67,0,Credit Card,34,0,0
CUST000932,36,Male,Urban,5,75.83,5,0.63,0,Credit Card,31,0,0
CUST000933,19,Male,Rural,4,44.82,10,0.91,0,PayPal,33,0,0
CUST000934,18,Female,Urban,3,73.77,59,1.0,0,PayPal,15,1,0
CUST000935,29,Male,Urban,7,61.87,6,1.0,0,Credit Card,60,0,0
CUST000936,24,Female,Suburban,7,55.42,1,0.68,0,Credit Card,16,0,0
CUST000937,21,Female,Suburban,3,52.15,61,0.49,1,Credit Card,13,1,0
CUST000938,30,Female,Rural,7,30.26,11,0.65,0,Apple Pay,34,0,0
CUST000939,28,Male,Urban,8,58.88,16,0.64,1,PayPal,15,0,1
CUST000940,24,Male,Suburban,3,55.47,17,0.6,0,PayPal,13,0,0
CUST000941,20,Male,Suburban,4,52.21,56,0.75,0,PayPal,16,0,1
CUST000942,31,Male,Rural,8,16.36,12,0.66,0,PayPal,23,0,0
CUST000943,30,Male,Urban,1,27.72,66,0.29,0,Credit Card,42,0,0
CUST000944,26,Female,Suburban,4,71.66,28,0.7,0,Apple Pay,4,0,0
CUST000945,36,Female,Suburban,3,43.86,22,0.78,1,Bank Transfer,42,1,0
CUST000946,21,Female,Urban,2,74.03,11,0.83,0,PayPal,5,1,1
CUST000947,19,Female,Suburban,5,28.16,8,1.0,0,PayPal,6,0,0
CUST000948,23,Male,Urban,6,24.64,29,1.0,0,PayPal,24,0,0
CUST000949,26,Female,Suburban,5,33.13,17,0.59,0,Credit Card,4,0,1
CUST000950,28,Female,Rural,4,36.44,72,0.65,0,Credit Card,12,0,1
CUST000951,25,Male,Suburban,5,36.7,20,0.58,1,PayPal,39,0,0
CUST000952,28,Female,Suburban,7,75.88,21,0.47,1,Credit Card,34,1,0
CUST000953,20,Male,Suburban,4,53.59,16,0.96,0,Credit Card,42,0,0
CUST000954,34,Female,Urban,3,104.37,46,0.52,1,PayPal,12,1,0
CUST000955,26,Other,Urban,9,69.71,16,0.84,0,Apple Pay,16,0,1
CUST000956,32,Male,Suburban,5,10.0,9,0.9,1,Apple Pay,5,1,0
CUST000957,28,Female,Urban,3,85.34,59,0.46,0,Credit Card,16,1,0
CUST000958,29,Female,Urban,4,23.77,27,1.0,0,Credit Card,6,0,0
CUST000959,29,Other,Suburban,4,54.61,26,0.6,2,PayPal,60,0,0
CUST000960,29,Male,Urban,6,41.41,28,0.57,1,Apple Pay,28,0,0
CUST000961,30,Female,Urban,4,111.43,38,0.54,1,Apple Pay,23,0,0
CUST000962,33,Male,Suburban,7,78.79,11,1.0,0,Apple Pay,11,0,0
CUST000963,27,Male,Urban,9,42.2,1,1.0,0,PayPal,10,0,0
CUST000964,30,Male,Rural,3,37.96,49,0.96,0,Credit Card,14,1,0
CUST000965,26,Other,Rural,3,43.91,4,0.66,0,Credit Card,25,0,0
CUST000966,34,Female,Suburban,9,67.27,38,0.53,0,Credit Card,8,1,0
CUST000967,23,Female,Urban,6,60.7,2,0.6,0,PayPal,6,0,0
CUST000968,36,Female,Suburban,2,29.5,14,0.76,1,Credit Card,1,1,0
CUST000969,26,Male,Rural,7,28.52,1,0.51,1,Bank Transfer,28,0,0
CUST000970,19,Male,Suburban,5,49.91,22,0.79,1,Bank Transfer,18,0,0
CUST000971,27,Male,Urban,7,89.63,31,1.0,0,Credit Card,14,0,0
CUST000972,23,Male,Suburban,5,58.56,5,0.56,1,Apple Pay,8,1,0
CUST000973,31,Male,Rural,3,27.63,13,1.0,0,PayPal,14,0,0
CUST000974,23,Male,Suburban,6,62.97,79,0.9,0,Apple Pay,48,0,0
CUST000975,24,Male,Suburban,7,42.26,17,0.92,0,Apple Pay,10,0,0
CUST000976,18,Male,Suburban,5,67.81,48,0.99,1,Credit Card,31,0,0
CUST000977,24,Male,Suburban,6,100.54,78,1.0,0,PayPal,34,0,0
CUST000978,18,Male,Urban,5,51.39,109,0.83,0,Credit Card,7,0,0
CUST000979,19,Other,Suburban,6,66.03,68,1.0,0,Bank Transfer,8,0,0
CUST000980,30,Female,Urban,3,42.11,11,0.57,0,PayPal,19,1,0
CUST000981,30,Other,Urban,4,57.31,98,0.39,1,Apple Pay,60,0,0
CUST000982,29,Male,Urban,5,60.71,50,0.63,0,Credit Card,39,0,0
CUST000983,22,Male,Suburban,8,46.13,54,0.57,0,PayPal,19,0,0
CUST000984,26,Female,Urban,10,119.11,1,1.0,0,Apple Pay,40,0,0
CUST000985,26,Male,Suburban,5,43.87,92,0.55,0,PayPal,2,0,1
CUST000986,21,Male,Suburban,3,61.74,45,0.79,1,Credit Card,17,1,0
CUST000987,34,Male,Urban,8,13.68,43,0.99,0,PayPal,1,0,0
CUST000988,31,Male,Urban,3,70.37,2,1.0,0,Credit Card,22,0,0
CUST000989,25,Male,Urban,6,87.41,7,0.99,0,Credit Card,33,0,0
CUST000990,27,Male,Rural,6,31.56,98,0.75,0,PayPal,12,0,0
CUST000991,28,Female,Suburban,6,10.0,20,0.87,0,Credit Card,12,1,0
CUST000992,18,Male,Suburban,5,49.23,15,1.0,0,Bank Transfer,19,0,0
CUST000993,25,Male,Urban,1,60.41,54,0.81,0,PayPal,13,0,0
CUST000994,23,Female,Suburban,6,64.48,2,0.48,0,Bank Transfer,15,0,0
CUST000995,21,Male,Rural,4,72.17,16,1.0,0,Credit Card,43,1,0
CUST000996,25,Male,Rural,6,33.92,14,0.6,0,Credit Card,34,0,0
CUST000997,35,Female,Suburban,4,32.87,12,1.0,0,Credit Card,26,1,0
CUST000998,30,Male,Urban,6,31.99,11,0.83,0,Credit Card,4,0,0
CUST000999,24,Male,Urban,3,64.75,7,0.8,0,PayPal,29,0,0
CUST001000,29,Female,Urban,5,71.5,5,0.83,0,PayPal,18,0,0
CUST001001,58,Male,Urban,5,46.9,30,1.0,0,Apple Pay,14,0,0
CUST001002,54,Female,Urban,6,78.69,75,0.91,0,Credit Card,15,0,0
CUST001003,45,Female,Urban,9,71.17,21,1.0,0,Credit Card,49,0,0
CUST001004,38,Male,Urban,7,61.04,10,1.0,0,Credit Card,38,0,0
CUST001005,51,Female,Rural,9,25.56,5,1.0,0,Bank Transfer,15,1,0
CUST001006,48,Female,Suburban,8,40.36,53,0.63,0,PayPal,56,0,0
CUST001007,53,Male,Rural,4,10.0,106,0.8,0,Bank Transfer,36,0,0
CUST001008,51,Female,Suburban,2,54.72,12,0.91,0,Credit Card,10,0,0
